id,repository,url,stars_snapshot,metadata_decision,metadata_reason,metadata_review_basis,source_status,source_review_basis,source_reviewed_at,tested,team_reason,limitations,evidence,source_url,source_sha256,additional_source,related_id
2616,liaohch3/claude-tap,https://github.com/liaohch3/claude-tap,3223,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T14:41:02.980435+00:00,False,工程团队用请求差异和工具记录定位代理行为，并共享 HTML 证据。,记录可能包含提示及业务上下文；非组织权限平台，未执行抓取。,README L12、21、63–65：本地代理、上下文检查和导出。,https://raw.githubusercontent.com/liaohch3/claude-tap/HEAD/README.md,5addd4e133be0c30eb725cc50f5d757b5787b02ca0eb95f8491277d0d1913145,,
2617,Mayandev/notion-avatar,https://github.com/Mayandev/notion-avatar,3223,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2618,MemMachine/MemMachine,https://github.com/MemMachine/MemMachine,3222,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T14:41:02.980436+00:00,False,团队应用可保存用户和跨会话记忆。,需运行 Server，五行 SDK 示例不等于完整部署；与现有记忆候选重叠。,README L28–42、115：记忆类型及服务前提。,https://raw.githubusercontent.com/MemMachine/MemMachine/HEAD/README.md,ee9e89f147008e7ece5f9d8fb42587e60444fe46ff0f33543decd0acfb3e3edd,,
2619,openvinotoolkit/openvino_notebooks,https://github.com/openvinotoolkit/openvino_notebooks,3220,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2620,signerlabs/ShipSwift,https://github.com/signerlabs/ShipSwift,3220,范围不优先：通用软件,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2621,openocta/openocta,https://github.com/openocta/openocta,3218,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T14:41:02.980438+00:00,False,运维团队可复用技能和消息工单集成，统一巡检与告警分析。,桌面客户端和企业 AMC 分开；本地存储不代表所有远端工具及模型不出网。,README L41–43、92、104、365：运维闭环与团队使用。,https://raw.githubusercontent.com/openocta/openocta/HEAD/README.md,accd9b9c9753093c33cedde1ccbe47ef28c2e341e39fc5f8f57f52a353201b3e,,
2622,av/harbor,https://github.com/av/harbor,3217,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T14:41:33.624436+00:00,False,团队可复用本地模型与配套工具的 Compose 组合。,不同于已审评估框架 Harbor；整合工具不等于各服务独立新能力。,README L27、33–39、105：本地栈编排和 Boost。,https://raw.githubusercontent.com/av/harbor/HEAD/README.md,b77adbd8b709b47c20816558ea25ba041512c99d61503144976014e5a4abcabe,,
2623,Josh-XT/AGiXT,https://github.com/Josh-XT/AGiXT,3216,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T14:41:33.624904+00:00,False,团队统一业务工具和模型接入，组合服务执行工作流。,根文档概述，未核验合规宣称或细粒度企业功能。,完整 README L17–30：自动化、OAuth、多租户与实时集成。,https://github.com/Josh-XT/AGiXT/blob/main/docs/README.md,f0cb8fe464d18a36d80a1e93b10fee0a6a2fa7dd5a8fc28806c42abbb86f751f,,
2624,bradygaster/squad,https://github.com/bradygaster/squad,3215,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T14:41:33.624906+00:00,False,工程团队把代理角色和决策保留在仓库，通过 issue 分流、人审和升级机制协作。,主要人领导代理，不等同多人身份平台；预览 SDK 独立成熟度。,README L10–22、125、191–242：Alpha、文件状态与人工责任。,https://raw.githubusercontent.com/bradygaster/squad/HEAD/README.md,521cefe2292fb2edf900bf86409807ef1189eeabb2f86a1eafd45695ab934b3e,,
2625,mnemosyne-oss/mnemosyne,https://github.com/mnemosyne-oss/mnemosyne,3213,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T14:41:33.624907+00:00,False,团队可在实例间同步记忆、交接上下文并保留变更事件。,同步不自动证明访问隔离和冲突一致性；不是独立多租户平台。,README L24、427–435：SQLite、双向增量同步与团队用途。,https://raw.githubusercontent.com/mnemosyne-oss/mnemosyne/HEAD/README.md,3b3e8344c68c66933022cdea652adcc252a7ddfcfd7ee67356cc84e1e3d57853,,
2626,cirosantilli/china-dictatorship,https://github.com/cirosantilli/china-dictatorship,3212,范围不优先：通用软件,政治与新闻资料集合，非团队AI工具或工程实践；已阅读可辨识简介节选，原文超长另存档。,逐项阅读仓库名称与简介节选；超长原文另存档,metadata-only,,,False,,,,,,,
2627,JoePenna/Dreambooth-Stable-Diffusion,https://github.com/JoePenna/Dreambooth-Stable-Diffusion,3212,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2628,SilasMarvin/lsp-ai,https://github.com/SilasMarvin/lsp-ai,3211,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T14:41:33.624909+00:00,False,团队不同编辑器可复用 LSP 后端获得补全与聊天。,当前不开发新功能，但未宣告完全停维；shared backend 指工程复用。,README L19–32、87–88：语言服务器与维护状态。,https://raw.githubusercontent.com/SilasMarvin/lsp-ai/HEAD/README.md,ace9f45cb63508dcf37d55f7bfe3efeb54b1291d544793ee55a9132362d1a91e,,
2629,OpenGVLab/InternGPT,https://github.com/OpenGVLab/InternGPT,3206,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2630,Simple-XX/SimpleKernel,https://github.com/Simple-XX/SimpleKernel,3205,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2631,taylorwilsdon/google_workspace_mcp,https://github.com/taylorwilsdon/google_workspace_mcp,3198,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T14:41:33.624910+00:00,False,团队集中接入文档、表格、邮件和日历，按用户 OAuth 与工具权限调用。,社区项目非 Google 官方；集中部署仍需自行配置 OAuth 与应用授权。,README L14、51、71、212、247：服务范围、多用户和只读过滤。,https://raw.githubusercontent.com/taylorwilsdon/google_workspace_mcp/HEAD/README.md,4a5d2e6a2c7d05b4595afc128de6adeca000c8c517bb836ce997b6896dd0eaca,,
2632,ARM-software/ComputeLibrary,https://github.com/ARM-software/ComputeLibrary,3192,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2633,phlippe/uvadlc_notebooks,https://github.com/phlippe/uvadlc_notebooks,3192,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2634,liyown/ai-trend-publish,https://github.com/liyown/ai-trend-publish,3189,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2635,mayneyao/eidos,https://github.com/mayneyao/eidos,3188,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2636,stepfun-ai/Step-Video-T2V,https://github.com/stepfun-ai/Step-Video-T2V,3186,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2637,Djdefrag/QualityScaler,https://github.com/Djdefrag/QualityScaler,3185,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2638,MiniMax-AI/MiniMax-M1,https://github.com/MiniMax-AI/MiniMax-M1,3185,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2639,google-agentic-commerce/AP2,https://github.com/google-agentic-commerce/AP2,3183,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T14:41:33.624911+00:00,False,开发团队可参考代理支付的协议、SDK 与交互样例。,参考协议不是生产支付服务，本次未验证支付流程或金融合规。,README L11、23–37：AP2 示例与工具无关设计。,https://raw.githubusercontent.com/google-agentic-commerce/AP2/HEAD/README.md,95e85952570c9d367b32e12ed3858b6a23b9d5ff472216b3c2658d3d738e54a4,,
2640,Hugo-Dz/spritefusion-pixel-snapper,https://github.com/Hugo-Dz/spritefusion-pixel-snapper,3183,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
2641,NVIDIA-NeMo/Switchyard,https://github.com/NVIDIA-NeMo/Switchyard,3183,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T14:41:33.624914+00:00,False,平台团队可在现有网关中试用模型路由优化。,仅模型选择层，传输凭据重试由宿主管；费用质量需实测。,README L17–27、41–44：Relay/LiteLLM 插件与宿主分工。,https://raw.githubusercontent.com/NVIDIA-NeMo/Switchyard/HEAD/README.md,f4c3a7d359faab4831559f7706d5536cb0de60bf892a892e259478c4cf4fafee,,
2642,jmiao24/Paper2Agent,https://github.com/jmiao24/Paper2Agent,3182,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T14:41:33.624916+00:00,False,研究团队把论文方法封装成可交接工具，降低同事重复搭建成本。,自动生成可靠性需复核，原论文和代码授权分别适用。,README L8–16、37–55：论文加代码、生成服务与交付。,https://raw.githubusercontent.com/jmiao24/Paper2Agent/HEAD/README.md,703474e9e7c3ef1e19fc705ad5333cf11b805d2efd9717967bdc1e8355797f16,,
