id,repository,url,stars_snapshot,metadata_decision,source_status,review_stage,final_status,description_en,team_reason,limits_and_notes,tested
2662,nesaorg/nesa,https://github.com/nesaorg/nesa,3163,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
2663,netptop/siteproxy,https://github.com/netptop/siteproxy,3161,范围不优先：通用软件,metadata-only,,metadata-only,,,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,False
2664,Filimoa/open-parse,https://github.com/Filimoa/open-parse,3158,范围不优先：通用软件,metadata-only,,metadata-only,,,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,False
2665,parrt/dtreeviz,https://github.com/parrt/dtreeviz,3157,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
2666,open-free-llm-api/awesome-freellm-apis,https://github.com/open-free-llm-api/awesome-freellm-apis,3156,范围不优先：通用学习,metadata-only,,metadata-only,,,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,False
2667,geohot/minikeyvalue,https://github.com/geohot/minikeyvalue,3154,范围不优先：通用软件,metadata-only,,metadata-only,,,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,False
2668,xlang-ai/OSWorld,https://github.com/xlang-ai/OSWorld,3152,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
2669,mikeyobrien/ralph-orchestrator,https://github.com/mikeyobrien/ralph-orchestrator,3151,待README核验,secondary,,secondary,,,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,False
2670,DingTalk-Real-AI/dingtalk-workspace-cli,https://github.com/DingTalk-Real-AI/dingtalk-workspace-cli,3149,待README核验,candidate,team-second-pass,工程组件另列,Access DingTalk workplace services from scripts and AI agents.,团队统一文档、审批、待办和组织数据接口，按企业授权复用自动化。,团队统一文档、审批、待办和组织数据接口，按企业授权复用自动化。 共创阶段，需管理员授权；认证/审计绝对性宣传未实测。,False
2671,scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,3148,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
2672,Forward-Future/loopy,https://github.com/Forward-Future/loopy,3147,待README核验,candidate,team-second-pass,方法技能另列,"Reusable agent loops with checks, stopping conditions, and review workflows.",团队共享任务执行规范，明确检查、停止和交回人工的条件。,团队共享任务执行规范，明确检查、停止和交回人工的条件。 网站目录和可选技能不同；模板不授予自动执行或外发权限。,False
2673,keon/browser-control,https://github.com/keon/browser-control,3146,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
2674,CommandCodeAI/langui,https://github.com/CommandCodeAI/langui,3145,范围不优先：通用软件,metadata-only,,metadata-only,,,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,False
2675,mitsuhiko/agent-stuff,https://github.com/mitsuhiko/agent-stuff,3145,待README核验,secondary,,secondary,,,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,False
2676,minitap-ai/mobile-use,https://github.com/minitap-ai/mobile-use,3143,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
2677,microsoft/torchscale,https://github.com/microsoft/torchscale,3141,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
2678,peteromallet/desloppify,https://github.com/peteromallet/desloppify,3140,待README核验,candidate,commercial-pass-001,方法技能另列,Measure code quality and guide agents through persistent improvement tasks.,团队在 CI 对完整项目设置质量门槛，持续跟踪结构问题和修复。,团队在 CI 对完整项目设置质量门槛，持续跟踪结构问题和修复。 CI 跳过主观阶段，非 diff-only 扫描；商业化许可有条件，分数不是正确性证明。,False
2679,dragen1860/Deep-Learning-with-PyTorch-Tutorials,https://github.com/dragen1860/Deep-Learning-with-PyTorch-Tutorials,3139,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
2680,nidhaloff/igel,https://github.com/nidhaloff/igel,3139,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
2681,facebookresearch/habitat-lab,https://github.com/facebookresearch/habitat-lab,3138,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
2682,handong1587/handong1587.github.io,https://github.com/handong1587/handong1587.github.io,3138,待README核验,not-priority,,not-priority,,,个人网站仓库无简介，需要读取README后确认内容，不因人名域名排除。,False
2683,kite-org/kite,https://github.com/kite-org/kite,3138,待README核验,candidate,deep-pass-001,建议审阅,A Kubernetes workspace with access controls and AI-assisted troubleshooting.,运维团队按集群权限共享监控与排错，人工确认代理写操作并保留审计。,运维团队按集群权限共享监控与排错，人工确认代理写操作并保留审计。 默认清单给 cluster-admin，chart 为评估配置；不能称默认生产最小权限。,False
2684,amitshekhariitbhu/ai-engineering-interview-questions,https://github.com/amitshekhariitbhu/ai-engineering-interview-questions,3135,范围不优先：通用学习,metadata-only,,metadata-only,,,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,False
2685,NeuromatchAcademy/course-content,https://github.com/NeuromatchAcademy/course-content,3135,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
2686,off-grid-ai/OGAM,https://github.com/off-grid-ai/OGAM,3135,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
2687,PenglongHuang/chinese-novelist-skill,https://github.com/PenglongHuang/chinese-novelist-skill,3134,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
2688,ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,3133,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
2689,bfortuner/ml-glossary,https://github.com/bfortuner/ml-glossary,3132,范围不优先：通用学习,metadata-only,,metadata-only,,,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,False
2690,lackeyjb/playwright-skill,https://github.com/lackeyjb/playwright-skill,3132,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
2691,fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,3127,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
2692,GordenSun/GordenPPTSkill,https://github.com/GordenSun/GordenPPTSkill,3126,范围不优先：个人工具,metadata-only,,metadata-only,,,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,False
2693,TanStack/ai,https://github.com/TanStack/ai,3126,待README核验,candidate,team-second-pass,工程组件另列,"A typed TypeScript SDK for AI applications, tools, and streaming interactions.",前后端团队共用工具契约和消息类型，统一 AI 界面与代理实现。,前后端团队共用工具契约和消息类型，统一 AI 界面与代理实现。 SDK 非模型服务，能力依适配器；沙箱路径需额外运行环境。,False
2694,wquguru/harness-books,https://github.com/wquguru/harness-books,3125,待README核验,secondary,,secondary,,,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,False
2695,stravu/crystal,https://github.com/stravu/crystal,3120,待README核验,not-priority,,not-priority,,,Crystal已更名Nimbalyst，需确认当前维护入口与功能而不使用旧介绍。,False
2696,zjunlp/LLMAgentPapers,https://github.com/zjunlp/LLMAgentPapers,3119,范围不优先：研究训练,metadata-only,,metadata-only,,,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,False
2697,SynkraAI/aiox-core,https://github.com/SynkraAI/aiox-core,3117,待README核验,secondary,,secondary,,,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,False
2698,luspr/awesome-ml-courses,https://github.com/luspr/awesome-ml-courses,3115,范围不优先：通用学习,metadata-only,,metadata-only,,,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,False
2699,WecomTeam/wecom-cli,https://github.com/WecomTeam/wecom-cli,3114,待README核验,candidate,deep-pass-001,商业或许可边界待核,"Connect agents to WeCom documents, tasks, messages, and calendars.",团队复用现有企业文档、待办与会议数据，通过 CLI/技能统一自动化入口。,团队复用现有企业文档、待办与会议数据，通过 CLI/技能统一自动化入口。 需企业微信账号及相应授权，外部消息或审批动作仍需业务许可。,False
